1,,10,1,金融取引行
2,,11,1,消費者金融(貸金業)
3,,12,1,保険
4,,19,1,その他金融
5,,20,2,アパレル・アクセサリー
6,,21,2,化粧品・トイレタリー
7,,22,2,家具・家電・家庭用品
8,,23,2,食料品
9,,24,2,総合小売
10,,29,2,その他eコマース
11,,30,3,エンターテイメント
12,,31,3,公式月額課金
13,,32,3,オンラインゲーム
14,,40,4,ネットビジネス
15,,41,4,教育ビジネス
16,,42,4,結婚情報サービス
17,,43,4,人材ビジネス
18,,44,4,美容
19,,45,4,旅行サービス
20,,49,4,その他サービス
21,,90,9,医療
22,,91,9,建設・不動産関係
23,,92,9,自動車
24,,99,9,その他
